K-Anonymity,3,497,48.59318515327358,25.747092567999257,7.626631651349526,-24.324621396487537,18.662932346205945,36.12135825321062,3.842958687825572,49.474889590585995
L-Diversity,2,306,49.57272415682714,28.28189619046807,8.481916935146351,-15.838039032976575,17.241506024435235,25.753936993409038,3.573785700226389,39.00519530799623
T-Closeness,0.15,17,48.11388030144594,24.506770671400936,7.1191137556871595,-29.360476103789612,9.205258531853062,-32.85983835854564,3.45634816180635,34.4373702244906
K-Anonymity,3,497,48.59318515327358,25.747092567999257,7.626631651349526,-24.324621396487537,18.662932346205945,36.12135825321062,3.842958687825572,49.474889590585995
L-Diversity,2,306,49.57272415682714,28.28189619046807,8.481916935146351,-15.838039032976575,17.241506024435235,25.753936993409038,3.573785700226389,39.00519530799623
T-Closeness,0.2,110,58.42080448129253,51.17853019583719,7.945098848131091,-21.164625373212992,15.915261562331938,16.080741259299216,3.293970001573485,28.121544439107716
K-Anonymity,3,497,48.59318515327358,25.747092567999257,7.626631651349526,-24.324621396487537,18.662932346205945,36.12135825321062,3.842958687825572,49.474889590585995
L-Diversity,2,306,49.57272415682714,28.28189619046807,8.481916935146351,-15.838039032976575,17.241506024435235,25.753936993409038,3.573785700226389,39.00519530799623
T-Closeness,0.3,461,47.788072586503326,23.66366123617806,7.149262670304292,-29.06132300023927,18.913662473010874,37.95010224598542,3.594280623648107,39.802361414760234
K-Anonymity,3,497,48.59318515327358,25.747092567999257,7.626631651349526,-24.324621396487537,18.662932346205945,36.12135825321062,3.842958687825572,49.474889590585995
L-Diversity,2,306,49.57272415682714,28.28189619046807,8.481916935146351,-15.838039032976575,17.241506024435235,25.753936993409038,3.573785700226389,39.00519530799623
T-Closeness,0.4,483,48.134483321833905,24.560086170348665,7.430747783200626,-26.268282315507463,18.679557493268884,36.24261666841495,3.7258524778533104,44.91995178669299
K-Anonymity,3,497,48.59318515327358,25.747092567999257,7.626631651349526,-24.324621396487537,18.662932346205945,36.12135825321062,3.842958687825572,49.474889590585995
L-Diversity,2,306,49.57272415682714,28.28189619046807,8.481916935146351,-15.838039032976575,17.241506024435235,25.753936993409038,3.573785700226389,39.00519530799623
T-Closeness,0.5,495,48.47662291730063,25.445458455508156,7.600581079377671,-24.583108627408066,18.597815691789055,35.64641855564836,3.8255989561773407,48.799669224657535
K-Anonymity,5,441,47.36027089665514,22.55661672933197,7.731970953309388,-23.279390431880543,17.977202976773402,31.119871271972578,3.682176969105348,43.22115864884423
L-Diversity,2,299,49.052595410991785,26.935932196884703,8.454001401286357,-16.115031379053814,17.052888069208024,24.378218977601577,3.495313209386749,35.95294628400521
T-Closeness,0.15,17,48.11388030144594,24.506770671400936,7.1191137556871595,-29.360476103789612,9.205258531853062,-32.85983835854564,3.45634816180635,34.4373702244906
K-Anonymity,5,441,47.36027089665514,22.55661672933197,7.731970953309388,-23.279390431880543,17.977202976773402,31.119871271972578,3.682176969105348,43.22115864884423
L-Diversity,2,299,49.052595410991785,26.935932196884703,8.454001401286357,-16.115031379053814,17.052888069208024,24.378218977601577,3.495313209386749,35.95294628400521
T-Closeness,0.2,107,58.1515818894668,50.48184900342463,8.075146823591187,-19.874222187447284,15.956051884116748,16.378252598992983,3.20630304892304,24.711669618001338
K-Anonymity,5,441,47.36027089665514,22.55661672933197,7.731970953309388,-23.279390431880543,17.977202976773402,31.119871271972578,3.682176969105348,43.22115864884423
L-Diversity,2,299,49.052595410991785,26.935932196884703,8.454001401286357,-16.115031379053814,17.052888069208024,24.378218977601577,3.495313209386749,35.95294628400521
T-Closeness,0.3,412,46.83199197252381,21.189562098833235,7.341378146786485,-27.15505400981129,18.375288641965493,34.02337863308116,3.5049529020308565,36.32788968327459
K-Anonymity,5,441,47.36027089665514,22.55661672933197,7.731970953309388,-23.279390431880543,17.977202976773402,31.119871271972578,3.682176969105348,43.22115864884423
L-Diversity,2,299,49.052595410991785,26.935932196884703,8.454001401286357,-16.115031379053814,17.052888069208024,24.378218977601577,3.495313209386749,35.95294628400521
T-Closeness,0.4,432,47.1377360372281,21.980751791075438,7.606965250490792,-24.51976158402888,18.10409601542688,32.04538782285372,3.62130508072466,40.853498849716345
K-Anonymity,5,441,47.36027089665514,22.55661672933197,7.731970953309388,-23.279390431880543,17.977202976773402,31.119871271972578,3.682176969105348,43.22115864884423
L-Diversity,2,299,49.052595410991785,26.935932196884703,8.454001401286357,-16.115031379053814,17.052888069208024,24.378218977601577,3.495313209386749,35.95294628400521
T-Closeness,0.5,441,47.36027089665514,22.55661672933197,7.731970953309388,-23.279390431880543,17.977202976773402,31.119871271972578,3.682176969105348,43.22115864884423
K-Anonymity,7,411,47.05550432148878,21.76795653720431,7.82479461057197,-22.358346158624528,17.722901351796164,29.2650779331896,3.625938010914749,41.033700299926664
L-Diversity,2,296,48.82322221143341,26.34237133302061,8.422686474673643,-16.425754255900635,16.98189193701997,23.8603962815274,3.47855351270295,35.30106474821903
T-Closeness,0.15,17,48.11388030144594,24.506770671400936,7.1191137556871595,-29.360476103789612,9.205258531853062,-32.85983835854564,3.45634816180635,34.4373702244906
K-Anonymity,7,411,47.05550432148878,21.76795653720431,7.82479461057197,-22.358346158624528,17.722901351796164,29.2650779331896,3.625938010914749,41.033700299926664
L-Diversity,2,296,48.82322221143341,26.34237133302061,8.422686474673643,-16.425754255900635,16.98189193701997,23.8603962815274,3.47855351270295,35.30106474821903
T-Closeness,0.2,107,58.15918124753344,50.50151425441094,8.06657984539804,-19.959228170152592,15.968620705988739,16.46992549760936,3.2189247465209503,25.202600436714068
K-Anonymity,7,411,47.05550432148878,21.76795653720431,7.82479461057197,-22.358346158624528,17.722901351796164,29.2650779331896,3.625938010914749,41.033700299926664
L-Diversity,2,296,48.82322221143341,26.34237133302061,8.422686474673643,-16.425754255900635,16.98189193701997,23.8603962815274,3.47855351270295,35.30106474821903
T-Closeness,0.3,383,46.55854681574727,20.48195395721846,7.447007118770148,-26.10694878960585,18.15153556645354,32.39139647791826,3.46491684325477,34.77065580403562
K-Anonymity,7,411,47.05550432148878,21.76795653720431,7.82479461057197,-22.358346158624528,17.722901351796164,29.2650779331896,3.625938010914749,41.033700299926664
L-Diversity,2,296,48.82322221143341,26.34237133302061,8.422686474673643,-16.425754255900635,16.98189193701997,23.8603962815274,3.47855351270295,35.30106474821903
T-Closeness,0.4,402,46.81469389409296,21.144798968718767,7.696292665072051,-23.633408836559617,17.846886575968043,30.16938583103374,3.5630502146044334,38.587630182165775
K-Anonymity,7,411,47.05550432148878,21.76795653720431,7.82479461057197,-22.358346158624528,17.722901351796164,29.2650779331896,3.625938010914749,41.033700299926664
L-Diversity,2,296,48.82322221143341,26.34237133302061,8.422686474673643,-16.425754255900635,16.98189193701997,23.8603962815274,3.47855351270295,35.30106474821903
T-Closeness,0.5,411,47.05550432148878,21.76795653720431,7.82479461057197,-22.358346158624528,17.722901351796164,29.2650779331896,3.625938010914749,41.033700299926664
K-Anonymity,10,382,46.65519548389246,20.73205670272677,7.925621192208732,-21.357892736003834,17.42989202193797,27.12796318502042,3.5307286851520927,37.33045896625008
L-Diversity,2,289,48.403954165989326,25.257409778124266,8.405796856762546,-16.59334176875302,16.793949414571003,22.489604652714103,3.425086058082904,33.22140620248975
T-Closeness,0.15,17,48.11388030144594,24.506770671400936,7.1191137556871595,-29.360476103789612,9.205258531853062,-32.85983835854564,3.45634816180635,34.4373702244906
K-Anonymity,10,382,46.65519548389246,20.73205670272677,7.925621192208732,-21.357892736003834,17.42989202193797,27.12796318502042,3.5307286851520927,37.33045896625008
L-Diversity,2,289,48.403954165989326,25.257409778124266,8.405796856762546,-16.59334176875302,16.793949414571003,22.489604652714103,3.425086058082904,33.22140620248975
T-Closeness,0.2,105,57.876996962550265,49.7712914198079,8.094015166449505,-19.68700074360431,15.870079771980162,15.751199976241098,3.176570504764235,23.555199013863973
K-Anonymity,10,382,46.65519548389246,20.73205670272677,7.925621192208732,-21.357892736003834,17.42989202193797,27.12796318502042,3.5307286851520927,37.33045896625008
L-Diversity,2,289,48.403954165989326,25.257409778124266,8.405796856762546,-16.59334176875302,16.793949414571003,22.489604652714103,3.425086058082904,33.22140620248975
T-Closeness,0.3,354,46.089392405228914,19.267898881346106,7.5417476238027215,-25.16688456267293,17.84892960930718,30.184287051695165,3.3680450911203965,31.00275309391694
K-Anonymity,10,382,46.65519548389246,20.73205670272677,7.925621192208732,-21.357892736003834,17.42989202193797,27.12796318502042,3.5307286851520927,37.33045896625008
L-Diversity,2,289,48.403954165989326,25.257409778124266,8.405796856762546,-16.59334176875302,16.793949414571003,22.489604652714103,3.425086058082904,33.22140620248975
T-Closeness,0.4,373,46.38983044800838,20.045357906869423,7.7914357987805145,-22.68934951993607,17.550050568789988,28.00436054315336,3.462575659078921,34.67959361091216
K-Anonymity,10,382,46.65519548389246,20.73205670272677,7.925621192208732,-21.357892736003834,17.42989202193797,27.12796318502042,3.5307286851520927,37.33045896625008
L-Diversity,2,289,48.403954165989326,25.257409778124266,8.405796856762546,-16.59334176875302,16.793949414571003,22.489604652714103,3.425086058082904,33.22140620248975
T-Closeness,0.5,382,46.65519548389246,20.73205670272677,7.925621192208732,-21.357892736003834,17.42989202193797,27.12796318502042,3.5307286851520927,37.33045896625008
